rfr_id|test_class_id|test_item_id|minor_item|rfr_deficiency_category|rfr_desc|rfr_loc_marker|rfr_insp_manual_desc|rfr_advisory_text|test_item_set_section_id
135|2|201|Y|Pre-EU Directive|missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||195
136|1|201|Y|Pre-EU Directive|does not face squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||195
136|2|201|Y|Pre-EU Directive|does not face squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||195
137|1|201|Y|Pre-EU Directive|damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|195
137|2|201|Y|Pre-EU Directive|damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|195
138|1|201|Y|Pre-EU Directive|deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|195
138|2|201|Y|Pre-EU Directive|deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|195
139|1|201|Y|Pre-EU Directive|dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|195
139|2|201|Y|Pre-EU Directive|dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|195
140|1|201|Y|Pre-EU Directive|obscured|N|a reflector obscured||195
140|2|201|Y|Pre-EU Directive|obscured|N|a reflector obscured||195
141|1|201|Y|Pre-EU Directive|insecure|N|a reflector insecure||195
141|2|201|Y|Pre-EU Directive|insecure|N|a reflector insecure||195
142|1|201|Y|Pre-EU Directive|incorrectly positioned|N|a reflector obviously incorrectly positioned||195
142|2|201|Y|Pre-EU Directive|incorrectly positioned|N|a reflector obviously incorrectly positioned||195
144|1|34|Y|Pre-EU Directive|missing|Y|a direction indicator missing or obscure||1
144|2|34|Y|Pre-EU Directive|missing|Y|a direction indicator missing or obscure||1
145|1|34|Y|Pre-EU Directive|obscured|Y|a direction indicator missing or obscure||1
145|2|34|Y|Pre-EU Directive|obscured|Y|a direction indicator missing or obscure||1
146|1|34|Y|Pre-EU Directive|incorrect colour|Y|a direction indicator showing a light other than amber|slightly discoloured|1
146|2|34|Y|Pre-EU Directive|incorrect colour|Y|a direction indicator showing a light other than amber|slightly discoloured|1
147|1|38|Y|Pre-EU Directive|not working|N|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
147|2|38|Y|Pre-EU Directive|not working|N|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
148|1|34|Y|Pre-EU Directive|not working|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
148|2|34|Y|Pre-EU Directive|not working|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
149|1|34|Y|Pre-EU Directive|flashing more than 120 times per minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
149|2|34|Y|Pre-EU Directive|flashing more than 120 times per minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
150|1|34|Y|Pre-EU Directive|flashing less than 60 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
150|2|34|Y|Pre-EU Directive|flashing less than 60 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
151|1|34|Y|Pre-EU Directive|affected by the operation of another lamp|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
151|2|34|Y|Pre-EU Directive|affected by the operation of another lamp|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
152|1|38|Y|Pre-EU Directive|affected by the operation of another lamp|N|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
152|2|38|Y|Pre-EU Directive|affected by the operation of another lamp|N|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
153|1|36|Y|Pre-EU Directive|not functioning|N|a 'tell tale' does not function or operate correctly.||1
153|2|36|Y|Pre-EU Directive|not functioning|N|a 'tell tale' does not function or operate correctly.||1
154|1|36|Y|Pre-EU Directive|not operating correctly|N|a 'tell tale' does not function or operate correctly.||1
154|2|36|Y|Pre-EU Directive|not operating correctly|N|a 'tell tale' does not function or operate correctly.||1
155|1|34|Y|Pre-EU Directive|damaged and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
155|2|34|Y|Pre-EU Directive|damaged and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
156|1|34|Y|Pre-EU Directive|deteriorated and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
156|2|34|Y|Pre-EU Directive|deteriorated and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
157|1|34|Y|Pre-EU Directive|insecure|Y|an indicator lamp insecure||1
157|2|34|Y|Pre-EU Directive|insecure|Y|an indicator lamp insecure||1
158|1|35|Y|Pre-EU Directive|missing|Y|a direction indicator missing or obscure||1
158|2|35|Y|Pre-EU Directive|missing|Y|a direction indicator missing or obscure||1
159|1|35|Y|Pre-EU Directive|obscured|Y|a direction indicator missing or obscure||1
159|2|35|Y|Pre-EU Directive|obscured|Y|a direction indicator missing or obscure||1
160|1|35|Y|Pre-EU Directive|incorrect colour|Y|a direction indicator showing a light other than amber|slightly discoloured|1
160|2|35|Y|Pre-EU Directive|incorrect colour|Y|a direction indicator showing a light other than amber|slightly discoloured|1
161|1|35|Y|Pre-EU Directive|not working|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
161|2|35|Y|Pre-EU Directive|not working|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
162|1|35|Y|Pre-EU Directive|flashing more than 120 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
162|2|35|Y|Pre-EU Directive|flashing more than 120 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
163|1|35|Y|Pre-EU Directive|flashing less than 60 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
163|2|35|Y|Pre-EU Directive|flashing less than 60 times a minute|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
164|1|35|Y|Pre-EU Directive|affected by the operation of another lamp|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
164|2|35|Y|Pre-EU Directive|affected by the operation of another lamp|Y|a direction indicator not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||1
165|1|35|Y|Pre-EU Directive|damaged and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
165|2|35|Y|Pre-EU Directive|damaged and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
166|1|35|Y|Pre-EU Directive|deteriorated and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
166|2|35|Y|Pre-EU Directive|deteriorated and function impaired|Y|an indicator lamp so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
167|1|35|Y|Pre-EU Directive|insecure|Y|an indicator lamp insecure||1
167|2|35|Y|Pre-EU Directive|insecure|Y|an indicator lamp insecure||1
168|1|200|Y|Pre-EU Directive|missing|Y|a directional indicator missing or obscure||195
168|2|200|Y|Pre-EU Directive|missing|Y|a directional indicator missing or obscure||195
169|1|200|Y|Pre-EU Directive|obscured|Y|a directional indicator missing or obscure||195
169|2|200|Y|Pre-EU Directive|obscured|Y|a directional indicator missing or obscure||195
170|1|200|Y|Pre-EU Directive|showing a light other than amber|Y|showing a light other than amber|slightly discoloured|195
170|2|200|Y|Pre-EU Directive|showing a light other than amber|Y|showing a light other than amber|slightly discoloured|195
171|1|200|Y|Pre-EU Directive|not working|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
171|2|200|Y|Pre-EU Directive|not working|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
172|1|200|Y|Pre-EU Directive|flashing more than 120 times per minute|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
172|2|200|Y|Pre-EU Directive|flashing more than 120 times per minute|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
173|1|200|Y|Pre-EU Directive|flashing less than 60 times per minute|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
173|2|200|Y|Pre-EU Directive|flashing less than 60 times per minute|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
174|1|200|Y|Pre-EU Directive|affected by the operation of another lamp|Y|not working or not flashing 60 to 120 times per minute, or which is affected by the operation of another lamp||195
